country,full_name,office_level,office_title,jurisdiction_type,jurisdiction_code,state,district,block,ward,local_body_type,local_body_name,normalized_name,transliterated_name,party,term_start,term_end,source_url,source_last_updated,status
IN,േജാഷി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W001,Kerala,Ernakulam,,001,grama_panchayat,േചരാനēlർ,േജാഷി,eejaasshai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഷിĠ ി L·ഫാൻസിസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W002,Kerala,Ernakulam,,002,grama_panchayat,േചരാനēlർ,ഷിĠ ി L·ഫാൻസിസ്,sshaiĠ i L·phaansaisa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഐഷാ െകരീം,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W003,Kerala,Ernakulam,,003,grama_panchayat,േചരാനēlർ,ഐഷാ െകരീം,aisshaa ekaraeem,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അൻസാർ വി ബി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W004,Kerala,Ernakulam,,004,grama_panchayat,േചരാനēlർ,അൻസാർ വി ബി,ansaar vai bai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േറാസ് േമരി (േറാസ് േമരി ഷാജി),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W005,Kerala,Ernakulam,,005,grama_panchayat,േചരാനēlർ,േറാസ് േമരി (േറാസ് േമരി ഷാജി),eerraasa eemarai (eerraasa eemarai sshaajai),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െബĦ ി L·ഫാൻസിസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W006,Kerala,Ernakulam,,006,grama_panchayat,േചരാനēlർ,െബĦ ി L·ഫാൻസിസ്,ebaĦ i L·phaansaisa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഗിരിജ േമാഹനൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W007,Kerala,Ernakulam,,007,grama_panchayat,േചരാനēlർ,ഗിരിജ േമാഹനൻ,gairaija eemaahanan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക െക സുേരഷ് ബാബു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W008,Kerala,Ernakulam,,008,grama_panchayat,േചരാനēlർ,െക െക സുേരഷ് ബാബു,eka eka saueerassha baabau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,രാജു അഴിĎ കŘ ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W009,Kerala,Ernakulam,,009,grama_panchayat,േചരാനēlർ,രാജു അഴിĎ കŘ ്,raajau azhaiĎ kaŘ,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െസൗŘ ് ചിŇlര് മരിയ ലിēി (ലിēി ടീøർ),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W010,Kerala,Ernakulam,,010,grama_panchayat,േചരാനēlർ,െസൗŘ ് ചിŇlര് മരിയ ലിēി (ലിēി ടീøർ),esaauŘ chaiŇlra maraiya laiēi (laiēi taeeør),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക ജി രാേജഷ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W011,Kerala,Ernakulam,,011,grama_panchayat,േചരാനēlർ,െക ജി രാേജഷ്,eka jai raaeejassha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എക്സ്േചij ് േറാസി (വിൻസി േഡറീസ്),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W012,Kerala,Ernakulam,,012,grama_panchayat,േചരാനēlർ,എക്സ്േചij ് േറാസി (വിൻസി േഡറീസ്),ekasaeechaij eerraasai (vainsai eedarraeesa),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സുമ ഷാജൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W013,Kerala,Ernakulam,,013,grama_panchayat,േചരാനēlർ,സുമ ഷാജൻ,sauma sshaajan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക െക ജിതിൻ (ജിŘ ു),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W014,Kerala,Ernakulam,,014,grama_panchayat,േചരാനēlർ,െക െക ജിതിൻ (ജിŘ ു),eka eka jaithain (jaiŘ u),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഡിസ്െപൻസറി ദിവÝ അജയൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W015,Kerala,Ernakulam,,015,grama_panchayat,േചരാനēlർ,ഡിസ്െപൻസറി ദിവÝ അജയൻ,daisaepansarrai dhaivaÝ ajayan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജയിംസ് ൈതĺറĢ ിൽ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W016,Kerala,Ernakulam,,016,grama_panchayat,േചരാനēlർ,െജയിംസ് ൈതĺറĢ ിൽ,ejayaimsa aithaĺrraĢ il,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഷീജ രേമശൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W017,Kerala,Ernakulam,,017,grama_panchayat,േചരാനēlർ,ഷീജ രേമശൻ,sshaeeja raeemashan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സൗമÝ സനീഷ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W018,Kerala,Ernakulam,,018,grama_panchayat,േചരാനēlർ,സൗമÝ സനീഷ്,saaumaÝ sanaeessha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െസhര് സൂസൻ േതാമസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W019,Kerala,Ernakulam,,019,grama_panchayat,േചരാനēlർ,െസhര് സൂസൻ േതാമസ്,esahra saoosan eethaamasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിസി വാരÝŘ ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07031-W020,Kerala,Ernakulam,,020,grama_panchayat,േചരാനēlർ,ലിസി വാരÝŘ ്,laisai vaaraÝŘ,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,L·പജീഷ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W001,Kerala,Ernakulam,,001,grama_panchayat,മുളവുകാട്,L·പജീഷ്,L·pajaeessha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സ്മിത മധു (മിധു),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W002,Kerala,Ernakulam,,002,grama_panchayat,മുളവുകാട്,സ്മിത മധു (മിധു),samaitha madhhau (maidhhau),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഷീത ഹരി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W003,Kerala,Ernakulam,,003,grama_panchayat,മുളവുകാട്,ഷീത ഹരി,sshaeetha harai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സി.െജ സനീഷ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W004,Kerala,Ernakulam,,004,grama_panchayat,മുളവുകാട്,സി.െജ സനീഷ്,sai.eja sanaeessha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,നിഷ െസബാŋÜൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W005,Kerala,Ernakulam,,005,grama_panchayat,മുളവുകാട്,നിഷ െസബാŋÜൻ,naissha esabaaŋÜn,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലക്സി L·ഫാൻസിസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W006,Kerala,Ernakulam,,006,grama_panchayat,മുളവുകാട്,ലക്സി L·ഫാൻസിസ്,lakasai L·phaansaisa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എൻ.എസ് ലിബിൻദാസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W007,Kerala,Ernakulam,,007,grama_panchayat,മുളവുകാട്,എൻ.എസ് ലിബിൻദാസ്,en.esa laibaindhaasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ൈഷസൺ (െഷയ് സൺ ആൽബർŜ്),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W008,Kerala,Ernakulam,,008,grama_panchayat,മുളവുകാട്,ൈഷസൺ (െഷയ് സൺ ആൽബർŜ്),aisshasan (esshaya san aalbarŜ),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ആനി െഡയ്സി േറാL·ഡിഗ്സ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W009,Kerala,Ernakulam,,009,grama_panchayat,മുളവുകാട്,ആനി െഡയ്സി േറാL·ഡിഗ്സ്,aanai edayasai eerraaL·daigasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഹർഷൻ പി ബി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W010,Kerala,Ernakulam,,010,grama_panchayat,മുളവുകാട്,ഹർഷൻ പി ബി,harsshan pai bai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ൈലസ േസവÝർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W011,Kerala,Ernakulam,,011,grama_panchayat,മുളവുകാട്,ൈലസ േസവÝർ,ailasa eesavaÝr,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േമരി ഡിഷ ഡിസിൽവ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W012,Kerala,Ernakulam,,012,grama_panchayat,മുളവുകാട്,േമരി ഡിഷ ഡിസിൽവ,eemarai daissha daisailva,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജൻസി േജാർČ ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W013,Kerala,Ernakulam,,013,grama_panchayat,മുളവുകാട്,െജൻസി േജാർČ ്,ejansai eejaarČ,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അകŠലിൻ േലാĺസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W014,Kerala,Ernakulam,,014,grama_panchayat,മുളവുകാട്,അകŠലിൻ േലാĺസ്,akaŠlain eelaaĺsa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േരഷ് മ അനിയൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W015,Kerala,Ernakulam,,015,grama_panchayat,മുളവുകാട്,േരഷ് മ അനിയൻ,eerassha ma anaiyan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േറാസ് േമരി.പി.ടി (േറാസ് മാർŜിൻ),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07032-W016,Kerala,Ernakulam,,016,grama_panchayat,മുളവുകാട്,േറാസ് േമരി.പി.ടി (േറാസ് മാർŜിൻ),eerraasa eemarai.pai.tai (eerraasa maarŜin),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഷിജി മുരളി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W001,Kerala,Ernakulam,,001,grama_panchayat,എളĪുĦĺmഴ,ഷിജി മുരളി,sshaijai maurallai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േജÝാതി L·പദീപ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W002,Kerala,Ernakulam,,002,grama_panchayat,എളĪുĦĺmഴ,േജÝാതി L·പദീപ്,eejaÝathai L·padhaeepa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക എസ് രാധാകൃഷ്ണൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W003,Kerala,Ernakulam,,003,grama_panchayat,എളĪുĦĺmഴ,െക എസ് രാധാകൃഷ്ണൻ,eka esa raadhhaakarisshanan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് റാേഫൽ െഫർണാIJ സ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W004,Kerala,Ernakulam,,004,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് റാേഫൽ െഫർണാIJ സ്,vaarda rraaeephal epharnaaIJ sa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സുശീൽ ആhണി െകാറയ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W005,Kerala,Ernakulam,,005,grama_panchayat,എളĪുĦĺmഴ,സുശീൽ ആhണി െകാറയ,saushaeel aahnai ekaarraya,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് വി ടി ദിലീപ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W006,Kerala,Ernakulam,,006,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് വി ടി ദിലീപ്,vaarda vai tai dhailaeepa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് ഇൻസൻഷÝ പറĢ േലാŘ ് (ഇൻസ െലസ് ലി),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W007,Kerala,Ernakulam,,007,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് ഇൻസൻഷÝ പറĢ േലാŘ ് (ഇൻസ െലസ് ലി),vaarda insansshaÝ parraĢ eelaaŘ (insa elasa lai),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് റസിയ ജമാൽ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W008,Kerala,Ernakulam,,008,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് റസിയ ജമാൽ,vaarda rrasaiya jamaal,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സി ടി െബനഡിക്ട്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W009,Kerala,Ernakulam,,009,grama_panchayat,എളĪുĦĺmഴ,സി ടി െബനഡിക്ട്,sai tai ebanadaikata,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േനാർŘ ് വാർഡ് ആർഷ നിക്സൺ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W010,Kerala,Ernakulam,,010,grama_panchayat,എളĪുĦĺmഴ,േനാർŘ ് വാർഡ് ആർഷ നിക്സൺ,eenaarŘ vaarda aarssha naikasan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് ൈടŇസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W011,Kerala,Ernakulam,,011,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് ൈടŇസ്,vaarda aitaŇsa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േസാഫിയ േജായ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W012,Kerala,Ernakulam,,012,grama_panchayat,എളĪുĦĺmഴ,േസാഫിയ േജായ്,eesaaphaiya eejaaya,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് െസബാŋ ിൻ ഷിബു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W013,Kerala,Ernakulam,,013,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് െസബാŋ ിൻ ഷിബു,vaarda esabaaŋ in sshaibau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് സൗമിനി (സൗമÝ രാേജഷ്),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W014,Kerala,Ernakulam,,014,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് സൗമിനി (സൗമÝ രാേജഷ്),vaarda saaumainai (saaumaÝ raaeejassha),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െടĢ ിൾ വാർഡ് വിശാഖ് എ എ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W015,Kerala,Ernakulam,,015,grama_panchayat,എളĪുĦĺmഴ,െടĢ ിൾ വാർഡ് വിശാഖ് എ എ,etaĢ il vaarda vaishaakha e e,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,പി ഡി ദിലീപ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W016,Kerala,Ernakulam,,016,grama_panchayat,എളĪുĦĺmഴ,പി ഡി ദിലീപ്,pai dai dhailaeepa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് ഷീജ െരജു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W017,Kerala,Ernakulam,,017,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് ഷീജ െരജു,vaarda sshaeeja erajau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ബിģു േവണു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W018,Kerala,Ernakulam,,018,grama_panchayat,എളĪുĦĺmഴ,ബിģു േവണു,baiģu eevanau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എ എ ചL·ģവēി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W019,Kerala,Ernakulam,,019,grama_panchayat,എളĪുĦĺmഴ,എ എ ചL·ģവēി,e e chaL·ģvaēi,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് സുൽഫŘ ് ഗഫൂർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W020,Kerala,Ernakulam,,020,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് സുൽഫŘ ് ഗഫൂർ,vaarda saulphaŘ gaphaoor,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േനാർŘ ് കടĺmറം വാർഡ് അശŠതി നിധിൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W021,Kerala,Ernakulam,,021,grama_panchayat,എളĪുĦĺmഴ,േനാർŘ ് കടĺmറം വാർഡ് അശŠതി നിധിൻ,eenaarŘ kataĺmrram vaarda ashaŠthai naidhhain,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് െബർണാർഡ് െബĦ ി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W022,Kerala,Ernakulam,,022,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് െബർണാർഡ് െബĦ ി,vaarda ebarnaarda ebaĦ i,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സĢŘ ്കുമാർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W023,Kerala,Ernakulam,,023,grama_panchayat,എളĪുĦĺmഴ,സĢŘ ്കുമാർ,saĢŘ kaumaar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വാർഡ് േസായ േമാഹൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07033-W024,Kerala,Ernakulam,,024,grama_panchayat,എളĪുĦĺmഴ,വാർഡ് േസായ േമാഹൻ,vaarda eesaaya eemaahan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എ പി ലാലു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07034-W001,Kerala,Ernakulam,,001,grama_panchayat,ഞാറയ്Ď ൽ,എ പി ലാലു,e pai laalau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എൻ എ േജാർČ ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07034-W002,Kerala,Ernakulam,,002,grama_panchayat,ഞാറയ്Ď ൽ,എൻ എ േജാർČ ്,en e eejaarČ,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േതാമസ് (ഇ ടി ചാĢø ൻ),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07034-W003,Kerala,Ernakulam,,003,grama_panchayat,ഞാറയ്Ď ൽ,േതാമസ് (ഇ ടി ചാĢø ൻ),eethaamasa (i tai chaaĢø n),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ആഷ പൗേലാസ് (ആഷ േടാണി),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07034-W004,Kerala,Ernakulam,,004,grama_panchayat,ഞാറയ്Ď ൽ,ആഷ പൗേലാസ് (ആഷ േടാണി),aassha paaueelaasa (aassha eetaanai),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,L·ശീജ േഷാബിൻസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07034-W005,Kerala,Ernakulam,,005,grama_panchayat,ഞാറയ്Ď ൽ,L·ശീജ േഷാബിൻസ്,L·shaeeja eesshaabainsa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േമഴ്സി േതാമസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07034-W006,Kerala,Ernakulam,,006,grama_panchayat,ഞാറയ്Ď ൽ,േമഴ്സി േതാമസ്,eemazhasai eethaamasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
